categories,distance,geocodes,name
"[{'id': 13025, 'name': 'Wine Bar', 'short_name': 'Wine Bar', 'plural_name': 'Wine Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",337,"{'main': {'latitude': 60.164569, 'longitude': 24.940575}, 'roof': {'latitude': 60.164569, 'longitude': 24.940575}}",Sushibar + Wine
"[{'id': 13006, 'name': 'Beer Bar', 'short_name': 'Beer Bar', 'plural_name': 'Beer Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",337,"{'main': {'latitude': 60.161187, 'longitude': 24.941079}, 'roof': {'latitude': 60.161187, 'longitude': 24.941079}}",Viiskulma
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13027, 'name': 'Bistro', 'short_name': 'Bistro', 'plural_name': 'Bistros', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",340,"{'main': {'latitude': 60.165417, 'longitude': 24.949926}, 'roof': {'latitude': 60.165417, 'longitude': 24.949926}}",The Cock
"[{'id': 13006, 'name': 'Beer Bar', 'short_name': 'Beer Bar', 'plural_name': 'Beer Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13007, 'name': 'Beer Garden', 'short_name': 'Beer Garden', 'plural_name': 'Beer Gardens', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}}, {'id': 13167, 'name': 'Bavarian Restaurant', 'short_name': 'Bavarian', 'plural_name': 'Bavarian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/german_', 'suffix': '.png'}}]",351,"{'main': {'latitude': 60.166049, 'longitude': 24.944079}, 'roof': {'latitude': 60.166049, 'longitude': 24.944079}}",Rymy-Eetu
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'short_name': 'Coffee Shop', 'plural_name': 'Coffee Shops', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",359,"{'main': {'latitude': 60.159683, 'longitude': 24.946407}, 'roof': {'latitude': 60.159683, 'longitude': 24.946407}}",Café Succès
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",370,"{'main': {'latitude': 60.160539, 'longitude': 24.941641}, 'roof': {'latitude': 60.160539, 'longitude': 24.941641}}",Skiffer Viiskulma
"[{'id': 10004, 'name': 'Art Gallery', 'short_name': 'Art Gallery', 'plural_name': 'Art Galleries', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}}]",374,"{'main': {'latitude': 60.165428, 'longitude': 24.940883}, 'roof': {'latitude': 60.165428, 'longitude': 24.940883}}",Helsinki Contemporary
"[{'id': 13146, 'name': 'Filipino Restaurant', 'short_name': 'Filipino', 'plural_name': 'Filipino Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/filipino_', 'suffix': '.png'}}]",374,"{'drop_off': {'latitude': 60.166459, 'longitude': 24.945828}, 'main': {'latitude': 60.166499, 'longitude': 24.94624}, 'roof': {'latitude': 60.166499, 'longitude': 24.94624}}",Paisano
"[{'id': 13338, 'name': 'Seafood Restaurant', 'short_name': 'Seafood', 'plural_name': 'Seafood Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}}]",386,"{'main': {'latitude': 60.16605, 'longitude': 24.942242}}",Boulevard Bar & Seafood
"[{'id': 10039, 'name': 'Music Venue', 'short_name': 'Music Venue', 'plural_name': 'Music Venues', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}}, {'id': 10042, 'name': 'Opera House', 'short_name': 'Opera House', 'plural_name': 'Opera Houses', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_operahouse_', 'suffix': '.png'}}, {'id': 10043, 'name': 'Theater', 'short_name': 'Theater', 'plural_name': 'Theaters', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_', 'suffix': '.png'}}]",388,"{'drop_off': {'latitude': 60.166662, 'longitude': 24.947689}, 'main': {'latitude': 60.16662, 'longitude': 24.947334}, 'roof': {'latitude': 60.16662, 'longitude': 24.947334}}",Savoy-teatteri
"[{'id': 13263, 'name': 'Japanese Restaurant', 'short_name': 'Japanese', 'plural_name': 'Japanese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}}]",392,"{'main': {'latitude': 60.165917, 'longitude': 24.941981}, 'roof': {'latitude': 60.165917, 'longitude': 24.941981}}",Gaijin
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",392,"{'drop_off': {'latitude': 60.163956, 'longitude': 24.939306}, 'main': {'latitude': 60.164067, 'longitude': 24.939267}, 'roof': {'latitude': 60.164067, 'longitude': 24.939267}}",Cafetino
"[{'id': 13199, 'name': 'Indian Restaurant', 'short_name': 'Indian', 'plural_name': 'Indian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}}, {'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'short_name': 'Vegan and Vegetarian Restaurant', 'plural_name': 'Vegan and Vegetarian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}]",393,"{'main': {'latitude': 60.165912, 'longitude': 24.949438}, 'roof': {'latitude': 60.165912, 'longitude': 24.949438}}",Zucchini
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",396,"{'main': {'latitude': 60.161994, 'longitude': 24.952285}, 'roof': {'latitude': 60.161994, 'longitude': 24.952285}}",Tähtitorninmäki
"[{'id': 13336, 'name': 'Scandinavian Restaurant', 'short_name': 'Scandinavian', 'plural_name': 'Scandinavian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/scandinavian_', 'suffix': '.png'}}]",399,"{'drop_off': {'latitude': 60.163214, 'longitude': 24.93858}, 'main': {'latitude': 60.163347, 'longitude': 24.938676}, 'roof': {'latitude': 60.163347, 'longitude': 24.938676}}",Restaurant Skord
"[{'id': 13098, 'name': 'Caucasian Restaurant', 'short_name': 'Caucasian', 'plural_name': 'Caucasian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/caucasian_', 'suffix': '.png'}}]",400,"{'main': {'latitude': 60.166593, 'longitude': 24.947927}}",Rioni
"[{'id': 13360, 'name': 'Doner Restaurant', 'short_name': 'Doner', 'plural_name': 'Doner Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/turkish_', 'suffix': '.png'}}]",404,"{'drop_off': {'latitude': 60.165492, 'longitude': 24.940368}, 'main': {'latitude': 60.165347, 'longitude': 24.940418}, 'roof': {'latitude': 60.165347, 'longitude': 24.940418}}",Pamela
"[{'id': 13016, 'name': 'Lounge', 'short_name': 'Lounge', 'plural_name': 'Lounges', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",406,"{'main': {'latitude': 60.166315, 'longitude': 24.949172}, 'roof': {'latitude': 60.166315, 'longitude': 24.949172}}",Runar
"[{'id': 13071, 'name': 'Armenian Restaurant', 'short_name': 'Armenian', 'plural_name': 'Armenian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",415,"{'drop_off': {'latitude': 60.161553, 'longitude': 24.93905}, 'main': {'latitude': 60.161687, 'longitude': 24.939003}, 'roof': {'latitude': 60.161687, 'longitude': 24.939003}}",Armenian Grill House
"[{'id': 13199, 'name': 'Indian Restaurant', 'short_name': 'Indian', 'plural_name': 'Indian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}}]",419,"{'main': {'latitude': 60.166788, 'longitude': 24.944985}, 'roof': {'latitude': 60.166788, 'longitude': 24.944985}}",Ravintola Samrat Indian Cuisine
"[{'id': 13139, 'name': 'Eastern European Restaurant', 'short_name': 'Eastern European', 'plural_name': 'Eastern European Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13310, 'name': 'Modern European Restaurant', 'short_name': 'Modern European', 'plural_name': 'Modern European Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",421,"{'main': {'latitude': 60.166981, 'longitude': 24.945541}, 'roof': {'latitude': 60.166981, 'longitude': 24.945541}}",Ravintola Bronda
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",425,"{'main': {'latitude': 60.160696, 'longitude': 24.951937}}",Ullanpuistikko
"[{'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",430,"{'drop_off': {'latitude': 60.165312, 'longitude': 24.952457}, 'main': {'latitude': 60.165292, 'longitude': 24.952111}, 'roof': {'latitude': 60.165292, 'longitude': 24.952111}}",Palace restaurant
"[{'id': 13360, 'name': 'Doner Restaurant', 'short_name': 'Doner', 'plural_name': 'Doner Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/turkish_', 'suffix': '.png'}}]",57,"{'drop_off': {'latitude': 60.165492, 'longitude': 24.940368}, 'main': {'latitude': 60.165347, 'longitude': 24.940418}, 'roof': {'latitude': 60.165347, 'longitude': 24.940418}}",Pamela
"[{'id': 16032, 'name': 'Park', 'short_name': 'Park', 'plural_name': 'Parks', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}}]",82,"{'main': {'latitude': 60.165981, 'longitude': 24.939646}}",Vanha kirkkopuisto (Vanha kirkkopuisto (Ruttopuisto))
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",100,"{'main': {'latitude': 60.164766, 'longitude': 24.937852}, 'roof': {'latitude': 60.164766, 'longitude': 24.937852}}",Café Ekberg
"[{'id': 10004, 'name': 'Art Gallery', 'short_name': 'Art Gallery', 'plural_name': 'Art Galleries', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}}]",110,"{'main': {'latitude': 60.165428, 'longitude': 24.940883}, 'roof': {'latitude': 60.165428, 'longitude': 24.940883}}",Helsinki Contemporary
"[{'id': 13025, 'name': 'Wine Bar', 'short_name': 'Wine Bar', 'plural_name': 'Wine Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}}, {'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",122,"{'main': {'latitude': 60.164569, 'longitude': 24.940575}, 'roof': {'latitude': 60.164569, 'longitude': 24.940575}}",Sushibar + Wine
"[{'id': 13306, 'name': 'Taco Restaurant', 'short_name': 'Tacos', 'plural_name': 'Taco Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/taco_', 'suffix': '.png'}}]",125,"{'drop_off': {'latitude': 60.16597, 'longitude': 24.93736}, 'main': {'latitude': 60.166149, 'longitude': 24.937298}, 'roof': {'latitude': 60.166149, 'longitude': 24.937298}}",Chalupa
"[{'id': 13039, 'name': 'Deli', 'short_name': 'Deli', 'plural_name': 'Delis', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 13148, 'name': 'French Restaurant', 'short_name': 'French', 'plural_name': 'French Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/french_', 'suffix': '.png'}}, {'id': 13336, 'name': 'Scandinavian Restaurant', 'short_name': 'Scandinavian', 'plural_name': 'Scandinavian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/scandinavian_', 'suffix': '.png'}}]",135,"{'main': {'latitude': 60.16496, 'longitude': 24.941792}, 'roof': {'latitude': 60.16496, 'longitude': 24.941792}}",Demo
"[{'id': 13031, 'name': 'Burger Joint', 'short_name': 'Burgers', 'plural_name': 'Burger Joints', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'short_name': 'Fast Food', 'plural_name': 'Fast Food Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",152,"{'main': {'latitude': 60.165715, 'longitude': 24.936245}, 'roof': {'latitude': 60.165715, 'longitude': 24.936245}}",Naughty Brgr
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Spot', 'short_name': 'Sandwich Spot', 'plural_name': 'Sandwich Spots', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",158,"{'main': {'latitude': 60.164374, 'longitude': 24.936636}, 'roof': {'latitude': 60.164374, 'longitude': 24.936636}}",Picnic
"[{'id': 13263, 'name': 'Japanese Restaurant', 'short_name': 'Japanese', 'plural_name': 'Japanese Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}}]",161,"{'main': {'latitude': 60.165917, 'longitude': 24.941981}, 'roof': {'latitude': 60.165917, 'longitude': 24.941981}}",Gaijin
"[{'id': 13034, 'name': 'Café', 'short_name': 'Café', 'plural_name': 'Cafés', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'short_name': 'Coffee Shop', 'plural_name': 'Coffee Shops', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13039, 'name': 'Deli', 'short_name': 'Deli', 'plural_name': 'Delis', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",182,"{'drop_off': {'latitude': 60.165175, 'longitude': 24.93583}, 'main': {'latitude': 60.165188, 'longitude': 24.93621}, 'roof': {'latitude': 60.165188, 'longitude': 24.93621}}",Kakkugalleria
"[{'id': 13309, 'name': 'Middle Eastern Restaurant', 'short_name': 'Middle Eastern', 'plural_name': 'Middle Eastern Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/middleeastern_', 'suffix': '.png'}}]",193,"{'main': {'latitude': 60.164244, 'longitude': 24.93623}, 'roof': {'latitude': 60.164244, 'longitude': 24.93623}}",Levant
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",199,"{'drop_off': {'latitude': 60.165257, 'longitude': 24.935716}, 'main': {'latitude': 60.165148, 'longitude': 24.935581}, 'roof': {'latitude': 60.165148, 'longitude': 24.935581}}",Haru
"[{'id': 13276, 'name': 'Sushi Restaurant', 'short_name': 'Sushi', 'plural_name': 'Sushi Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",215,"{'main': {'latitude': 60.163564, 'longitude': 24.94124}}",Haru
"[{'id': 13310, 'name': 'Modern European Restaurant', 'short_name': 'Modern European', 'plural_name': 'Modern European Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",217,"{'drop_off': {'latitude': 60.163435, 'longitude': 24.937817}, 'main': {'latitude': 60.163301, 'longitude': 24.937942}, 'roof': {'latitude': 60.163301, 'longitude': 24.937942}}",Restaurant Nolla
"[{'id': 13336, 'name': 'Scandinavian Restaurant', 'short_name': 'Scandinavian', 'plural_name': 'Scandinavian Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/scandinavian_', 'suffix': '.png'}}]",226,"{'drop_off': {'latitude': 60.163214, 'longitude': 24.93858}, 'main': {'latitude': 60.163347, 'longitude': 24.938676}, 'roof': {'latitude': 60.163347, 'longitude': 24.938676}}",Restaurant Skord
"[{'id': 13137, 'name': 'Dumpling Restaurant', 'short_name': 'Dumplings', 'plural_name': 'Dumpling Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dumplings_', 'suffix': '.png'}}]",243,"{'main': {'latitude': 60.166841, 'longitude': 24.93604}}",Hills Dumplings
"[{'id': 13003, 'name': 'Bar', 'short_name': 'Bar', 'plural_name': 'Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13064, 'name': 'Pizzeria', 'short_name': 'Pizza', 'plural_name': 'Pizzerias', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}]",244,"{'main': {'latitude': 60.167462, 'longitude': 24.938973}, 'roof': {'latitude': 60.167462, 'longitude': 24.938973}}",Putte's Bar & Pizza
"[{'id': 13006, 'name': 'Beer Bar', 'short_name': 'Beer Bar', 'plural_name': 'Beer Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",249,"{'drop_off': {'latitude': 60.163242, 'longitude': 24.941412}, 'main': {'latitude': 60.163358, 'longitude': 24.941371}, 'roof': {'latitude': 60.163358, 'longitude': 24.941371}}",Tommyknocker Craft Beer Bar
"[{'id': 13013, 'name': 'Hotel Bar', 'short_name': 'Hotel Bar', 'plural_name': 'Hotel Bars', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'short_name': 'Restaurant', 'plural_name': 'Restaurants', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",254,"{'main': {'latitude': 60.163641, 'longitude': 24.935835}, 'roof': {'latitude': 60.163641, 'longitude': 24.935835}}",Kultá Kitchen & Bar
